loan_id,age,income_annual,employment_years,loan_amount,loan_term_months,credit_score,debt_to_income_ratio,home_ownership,loan_purpose,num_prior_loans,has_collateral,education_level,defaulted
L0000970,45,54776.0,3.2,26865.0,60,645,0.277,rent,home-improvement,1,0,bachelor,1
L0000971,66,62110.0,1.8,30865.0,60,723,0.118,own,home-improvement,1,0,bachelor,0
L0000972,37,44847.0,1.6,37790.0,24,724,0.147,rent,home-improvement,2,0,bachelor,0
L0000973,57,24099.0,2.7,17979.0,48,715,0.164,own,small-business,1,0,high-school,0
L0000974,64,114700.0,1.2,32653.0,12,710,0.098,own,small-business,0,1,bachelor,0
L0000975,35,41096.0,3.0,59270.0,60,614,0.075,mortgage,car,0,1,bachelor,0
L0000976,57,104614.0,11.4,39580.0,60,633,0.167,rent,debt-consolidation,1,0,phd,0
L0000977,38,138748.0,0.6,49315.0,24,770,0.294,mortgage,debt-consolidation,2,0,high-school,0
L0000978,42,40278.0,5.3,53059.0,12,814,0.335,own,credit-card,2,0,high-school,0
L0000979,35,37011.0,1.7,14848.0,24,688,0.217,own,debt-consolidation,0,0,bachelor,0
L0000980,37,41652.0,2.9,14444.0,60,710,0.333,rent,home-improvement,1,0,high-school,1
L0000981,27,22922.0,1.9,14358.0,36,838,0.454,rent,debt-consolidation,1,1,bachelor,0
L0000982,58,63248.0,1.4,25282.0,36,659,0.263,mortgage,credit-card,1,0,high-school,0
L0000983,28,96959.0,3.6,56038.0,48,701,0.36,rent,credit-card,3,0,bachelor,1
L0000984,57,35360.0,,52235.0,36,643,0.428,own,debt-consolidation,1,0,bachelor,1
L0000985,56,66881.0,7.2,26848.0,48,541,0.385,rent,debt-consolidation,1,0,master,1
L0000986,64,48898.0,2.5,29183.0,48,648,0.134,own,home-improvement,2,1,bachelor,0
L0000987,49,49039.0,18.1,52331.0,24,716,0.062,rent,other,1,1,master,0
L0000988,28,53677.0,3.1,34221.0,36,579,0.498,mortgage,car,1,0,bachelor,1
L0000989,35,62866.0,5.6,23848.0,36,724,0.213,rent,debt-consolidation,1,0,bachelor,0
L0000990,59,40631.0,8.1,5253.0,48,599,0.122,mortgage,car,0,1,bachelor,0
L0000991,33,54428.0,3.5,27414.0,36,646,0.343,rent,debt-consolidation,0,0,high-school,1
L0000992,60,41305.0,6.9,13168.0,36,675,0.396,rent,debt-consolidation,0,0,bachelor,0
L0000993,56,57353.0,2.4,5043.0,60,624,0.077,mortgage,debt-consolidation,2,0,bachelor,0
L0000994,52,35807.0,2.9,5660.0,48,691,0.337,mortgage,debt-consolidation,1,0,high-school,0
L0000995,25,81515.0,5.8,36035.0,60,681,0.313,rent,debt-consolidation,1,0,bachelor,1
L0000996,48,46279.0,3.9,26680.0,24,694,0.218,rent,small-business,1,0,master,0
L0000997,31,30856.0,9.1,50359.0,36,792,0.268,mortgage,home-improvement,0,0,high-school,0
L0000998,69,49159.0,3.8,38319.0,48,632,0.382,rent,credit-card,0,0,bachelor,0
L0000999,38,52373.0,14.5,5989.0,48,723,0.113,rent,credit-card,2,0,bachelor,0
L0001000,42,43442.0,6.4,30012.0,36,637,0.224,rent,debt-consolidation,0,0,phd,0
L0001001,63,26217.0,12.0,36331.0,36,690,0.34,rent,debt-consolidation,0,0,master,0
L0001002,22,51075.0,1.6,50581.0,48,757,0.378,rent,debt-consolidation,0,0,master,0
L0001003,61,58255.0,2.9,57923.0,48,759,0.281,rent,credit-card,0,0,master,0
L0001004,34,65493.0,3.2,27314.0,48,657,0.468,mortgage,debt-consolidation,3,0,high-school,0
L0001005,25,85447.0,3.7,16022.0,24,753,0.107,mortgage,credit-card,3,0,high-school,0
L0001006,30,67840.0,4.2,30784.0,36,709,0.127,own,home-improvement,1,0,master,0
L0001007,48,62813.0,21.9,14289.0,36,698,0.176,own,car,0,0,bachelor,0
L0001008,32,69959.0,8.1,17873.0,48,709,0.415,mortgage,debt-consolidation,0,0,bachelor,0
L0001009,61,41967.0,1.6,10486.0,12,688,0.464,mortgage,credit-card,2,0,bachelor,0
L0001010,24,82449.0,11.7,39361.0,48,629,0.193,rent,home-improvement,1,0,high-school,0
L0001011,47,52319.0,3.0,42348.0,24,680,0.249,rent,debt-consolidation,0,0,high-school,0
L0001012,22,49717.0,3.9,23304.0,36,790,0.251,own,credit-card,1,1,high-school,0
L0001013,43,30904.0,2.9,2489.0,24,646,0.199,own,home-improvement,1,0,high-school,0
L0001014,57,66082.0,6.1,37041.0,12,850,,mortgage,credit-card,1,0,bachelor,0
L0001015,64,63037.0,1.4,15640.0,24,637,0.142,mortgage,other,0,0,bachelor,0
L0001016,62,75700.0,16.2,8657.0,36,751,0.371,rent,other,0,1,bachelor,0
L0001017,56,29047.0,2.3,30657.0,36,587,0.175,mortgage,debt-consolidation,2,0,high-school,0
L0001018,62,74857.0,4.0,21033.0,60,719,0.212,rent,credit-card,1,0,bachelor,0
L0001019,45,50000.0,2.5,23994.0,24,573,0.214,rent,other,2,0,master,1
L0001020,64,36191.0,1.0,46608.0,12,752,0.368,rent,other,1,0,high-school,1
L0001021,29,43996.0,0.7,53109.0,36,692,0.482,rent,debt-consolidation,0,0,bachelor,0
L0001022,43,37515.0,7.7,50632.0,48,759,0.383,mortgage,home-improvement,2,0,high-school,0
L0001023,29,62824.0,5.6,35853.0,24,605,0.113,rent,credit-card,2,0,master,1
L0001024,28,44535.0,3.0,10353.0,12,704,0.427,rent,credit-card,4,0,high-school,0
L0001025,32,52197.0,5.5,22936.0,48,733,0.69,own,debt-consolidation,2,0,master,1
L0001026,57,43903.0,2.1,28640.0,12,732,0.384,own,small-business,2,1,high-school,0
L0001027,49,51183.0,2.8,33934.0,36,627,0.335,rent,debt-consolidation,1,1,master,1
L0001028,48,32483.0,1.9,10704.0,36,700,0.24,rent,home-improvement,1,0,high-school,0
L0001029,47,21933.0,1.3,19347.0,12,654,0.058,rent,debt-consolidation,1,0,bachelor,1
L0001030,41,179298.0,1.8,50690.0,60,704,0.132,rent,debt-consolidation,1,0,bachelor,1
L0001031,52,55081.0,1.8,59309.0,36,573,0.127,rent,car,1,0,phd,1
L0001032,29,204402.0,5.3,15265.0,24,793,0.247,rent,car,2,0,bachelor,1
L0001033,30,52358.0,4.0,45718.0,36,647,0.172,rent,debt-consolidation,1,0,bachelor,0
L0001034,35,53421.0,3.3,17795.0,48,724,0.328,own,car,1,1,high-school,0
L0001035,46,47445.0,4.8,10298.0,48,608,0.1,rent,car,0,0,bachelor,1
L0001036,52,69668.0,2.3,10341.0,36,573,0.328,mortgage,debt-consolidation,1,0,bachelor,0
L0001037,50,56553.0,1.5,50702.0,36,736,0.416,rent,debt-consolidation,0,0,bachelor,1
L0001038,27,29517.0,2.1,28661.0,36,735,0.168,own,credit-card,2,0,bachelor,0
L0001039,63,33594.0,4.5,38642.0,12,749,0.221,rent,credit-card,2,0,master,0
L0001040,56,31271.0,2.3,53415.0,24,715,0.128,rent,debt-consolidation,2,0,high-school,1
L0001041,34,56686.0,3.9,36610.0,36,772,0.209,mortgage,small-business,2,1,high-school,0
L0001042,28,57861.0,3.5,2111.0,24,714,0.376,rent,debt-consolidation,1,0,high-school,0
L0001043,34,56648.0,2.9,37662.0,24,625,0.071,rent,debt-consolidation,3,0,high-school,0
L0001044,68,39042.0,1.0,5951.0,60,850,0.164,mortgage,other,2,0,bachelor,0
L0001045,69,31227.0,2.5,28356.0,48,631,0.097,mortgage,debt-consolidation,1,0,master,0
L0001046,41,89909.0,4.9,46867.0,60,748,0.562,own,other,3,0,high-school,0
L0001047,24,58998.0,7.5,50594.0,36,724,0.404,rent,car,0,1,high-school,0
L0001048,37,69823.0,7.2,26312.0,48,764,0.381,rent,credit-card,1,1,bachelor,0
L0001049,44,82740.0,6.8,36051.0,36,683,0.132,own,small-business,1,0,high-school,0
L0001050,68,21401.0,1.3,47396.0,36,713,0.253,own,credit-card,0,0,high-school,1
L0001051,66,55292.0,9.3,19207.0,36,646,0.305,own,debt-consolidation,0,0,high-school,0
L0001052,55,88910.0,2.0,35426.0,36,730,0.062,rent,home-improvement,5,0,bachelor,0
L0001053,47,30837.0,2.7,14783.0,12,600,0.16,rent,other,2,0,master,0
L0001054,45,32306.0,4.4,14555.0,12,778,0.09,rent,credit-card,0,1,high-school,0
L0001055,49,31995.0,8.7,16670.0,48,850,0.299,own,small-business,0,0,bachelor,0
L0001056,25,26982.0,1.8,29481.0,48,767,0.025,own,debt-consolidation,2,0,high-school,0
L0001057,34,69554.0,21.4,7486.0,12,544,,own,debt-consolidation,0,1,high-school,0
L0001058,49,58383.0,3.6,45992.0,36,652,0.411,own,credit-card,4,1,high-school,0
L0001059,56,30536.0,3.5,20389.0,48,758,0.128,mortgage,debt-consolidation,1,0,bachelor,0
L0001060,41,23453.0,4.1,48826.0,36,611,0.583,rent,small-business,0,1,high-school,1
L0001061,68,36365.0,7.4,8746.0,24,595,0.301,rent,debt-consolidation,1,1,high-school,0
L0001062,57,86664.0,6.7,41794.0,36,699,0.144,rent,other,2,0,master,1
L0001063,43,31413.0,1.6,56584.0,60,656,0.173,mortgage,home-improvement,2,0,bachelor,0
L0001064,68,24194.0,5.7,54076.0,60,652,0.087,rent,debt-consolidation,2,1,bachelor,0
L0001065,63,49402.0,5.8,54289.0,60,592,0.114,own,other,2,0,bachelor,1
L0001066,46,30336.0,9.8,15772.0,60,808,0.324,mortgage,other,0,0,master,0
L0001067,22,111567.0,0.6,31518.0,48,621,0.221,mortgage,home-improvement,4,1,bachelor,0
L0001068,49,55523.0,10.6,58326.0,24,659,0.193,rent,other,0,0,high-school,0
L0001069,62,43648.0,9.0,8304.0,48,719,0.534,mortgage,debt-consolidation,2,1,high-school,0
L0001070,64,43954.0,8.4,51476.0,48,673,0.128,rent,small-business,1,1,bachelor,0
L0001071,67,39570.0,12.0,39544.0,48,656,0.385,mortgage,other,0,0,high-school,0
L0001072,24,41368.0,9.2,18826.0,60,755,0.292,mortgage,debt-consolidation,1,0,bachelor,0
L0001073,62,153200.0,6.1,15639.0,12,715,0.285,rent,home-improvement,2,1,bachelor,0
L0001074,40,79570.0,3.6,58460.0,36,712,0.216,mortgage,home-improvement,0,1,bachelor,0
L0001075,25,46788.0,1.5,4694.0,48,660,0.082,rent,car,3,0,master,0
L0001076,42,56865.0,1.9,37125.0,36,598,0.141,mortgage,debt-consolidation,1,0,bachelor,0
L0001077,52,36818.0,,20952.0,24,770,0.222,rent,small-business,0,0,bachelor,0
L0001078,51,80951.0,3.1,44143.0,24,639,0.452,rent,car,0,0,high-school,0
L0001079,24,15000.0,3.6,52100.0,36,594,0.183,rent,credit-card,1,0,high-school,1
L0001080,26,39165.0,5.5,49669.0,36,664,0.348,rent,debt-consolidation,1,0,bachelor,0
L0001081,24,31218.0,3.2,50653.0,36,684,0.112,rent,debt-consolidation,0,0,high-school,0
L0001082,24,75287.0,5.3,56604.0,60,590,0.101,own,home-improvement,0,0,master,0
L0001083,24,49851.0,3.5,48103.0,48,658,0.204,own,debt-consolidation,1,0,high-school,0
L0001084,30,22653.0,4.5,36395.0,36,688,0.082,mortgage,credit-card,1,0,master,1
L0001085,28,47082.0,5.4,15356.0,48,599,0.335,own,credit-card,2,1,high-school,0
L0001086,58,49011.0,2.5,18573.0,36,767,0.164,mortgage,home-improvement,2,0,high-school,0
L0001087,47,95612.0,5.5,12171.0,36,598,0.252,mortgage,home-improvement,2,0,bachelor,0
L0001088,48,55649.0,3.1,41012.0,60,735,0.411,rent,debt-consolidation,2,0,high-school,0
L0001089,57,48021.0,12.9,6234.0,48,700,0.197,mortgage,other,1,1,bachelor,0
L0001090,50,50132.0,0.6,8016.0,48,850,0.468,rent,credit-card,0,1,high-school,0
L0001091,28,17431.0,9.3,31553.0,36,694,0.302,rent,small-business,1,0,bachelor,1
L0001092,64,33732.0,3.2,21329.0,48,591,0.102,mortgage,other,3,0,high-school,0
L0001093,21,20075.0,7.1,55306.0,48,601,0.182,mortgage,car,0,0,high-school,1
L0001094,35,120937.0,3.5,49937.0,36,667,0.093,rent,home-improvement,1,1,bachelor,1
L0001095,41,39231.0,6.2,25108.0,36,515,0.382,own,home-improvement,2,1,bachelor,1
L0001096,31,65269.0,5.5,53987.0,48,595,0.338,mortgage,credit-card,0,0,bachelor,1
L0001097,41,30761.0,3.5,35859.0,48,733,0.067,own,credit-card,3,0,bachelor,0
L0001098,29,40804.0,2.1,29044.0,24,841,0.162,rent,small-business,2,1,master,0
L0001099,42,41851.0,0.9,49346.0,48,682,0.243,mortgage,car,1,0,bachelor,0
L0001100,26,61548.0,5.7,59088.0,36,615,0.17,rent,other,1,0,bachelor,1
L0001101,48,45345.0,7.5,44382.0,36,762,0.167,own,home-improvement,1,1,master,0
L0001102,48,36127.0,0.9,42536.0,36,781,0.295,mortgage,small-business,1,0,bachelor,0
L0001103,68,19195.0,4.1,47115.0,36,658,0.17,mortgage,home-improvement,2,0,bachelor,1
L0001104,29,132027.0,1.5,27127.0,48,733,0.474,mortgage,small-business,0,1,high-school,0
L0001105,34,38232.0,6.7,45907.0,36,781,0.394,mortgage,car,1,0,high-school,0
L0001106,51,40534.0,0.6,31444.0,36,713,0.523,rent,debt-consolidation,0,1,high-school,0
L0001107,48,37212.0,2.1,54177.0,48,641,0.282,rent,debt-consolidation,2,0,bachelor,1
L0001108,50,90816.0,3.2,51905.0,36,653,0.246,rent,debt-consolidation,1,0,high-school,0
L0001109,62,35831.0,4.6,8136.0,36,603,0.535,mortgage,credit-card,5,0,bachelor,1
L0001110,45,38807.0,4.0,27591.0,60,635,0.48,own,home-improvement,2,1,high-school,1
L0001111,42,53035.0,9.4,42629.0,36,733,0.152,rent,small-business,0,1,high-school,0
L0001112,37,83577.0,10.7,8200.0,48,674,0.148,own,debt-consolidation,1,0,master,0
L0001113,21,48007.0,7.6,21099.0,36,583,0.32,rent,debt-consolidation,1,0,high-school,0
L0001114,40,49429.0,3.3,22594.0,48,713,0.377,own,small-business,0,0,bachelor,1
L0001115,38,45883.0,4.3,40435.0,36,767,0.422,own,debt-consolidation,3,0,bachelor,0
L0001116,56,39137.0,2.8,6968.0,24,677,0.29,mortgage,other,0,0,high-school,0
L0001117,55,111163.0,3.5,51252.0,60,684,0.165,rent,car,4,0,high-school,1
L0001118,34,33570.0,10.3,25835.0,24,792,0.179,mortgage,debt-consolidation,3,1,bachelor,0
L0001119,30,57906.0,12.5,2512.0,48,772,0.228,rent,credit-card,0,0,bachelor,0
L0001120,54,37560.0,8.4,56070.0,36,728,0.392,mortgage,debt-consolidation,1,0,high-school,1
L0001121,53,63315.0,5.4,37588.0,36,789,0.406,mortgage,debt-consolidation,1,1,bachelor,0
L0001122,35,47163.0,4.4,12281.0,24,772,0.292,own,credit-card,1,0,high-school,0
L0001123,23,54043.0,5.0,50609.0,48,681,0.142,rent,debt-consolidation,0,0,phd,1
L0001124,44,50368.0,4.6,49184.0,12,717,0.099,rent,other,1,1,bachelor,0
L0001125,53,29460.0,8.4,52073.0,60,698,0.062,rent,other,1,0,bachelor,0
L0001126,31,47047.0,5.7,36015.0,48,828,0.228,rent,home-improvement,1,0,high-school,0
L0001127,45,21345.0,,36346.0,48,720,0.383,own,home-improvement,1,0,bachelor,1
L0001128,65,53448.0,7.2,51196.0,12,714,0.294,mortgage,credit-card,0,1,bachelor,0
L0001129,55,38499.0,4.2,38300.0,60,821,0.616,own,home-improvement,1,0,bachelor,1
L0001130,62,43704.0,2.5,2127.0,24,702,0.349,mortgage,debt-consolidation,2,0,bachelor,1
L0001131,22,48949.0,2.2,40728.0,36,666,0.289,own,other,1,0,master,0
L0001132,66,51670.0,1.0,56846.0,36,538,0.177,rent,debt-consolidation,6,0,bachelor,1
L0001133,67,17088.0,17.4,32669.0,60,660,0.284,mortgage,credit-card,0,0,bachelor,1
L0001134,53,40814.0,6.0,10929.0,48,703,0.215,mortgage,debt-consolidation,2,1,high-school,0
L0001135,49,54405.0,5.2,59789.0,24,758,0.495,own,credit-card,2,0,bachelor,0
L0001136,29,98272.0,1.5,29219.0,48,689,0.16,rent,small-business,1,0,master,0
L0001137,53,155100.0,1.8,21687.0,24,629,0.163,rent,home-improvement,0,0,bachelor,0
L0001138,51,118549.0,5.1,54053.0,36,717,0.357,mortgage,debt-consolidation,1,0,high-school,0
L0001139,60,34819.0,3.7,41492.0,24,566,0.03,own,small-business,1,0,high-school,0
L0001140,30,62128.0,1.5,27719.0,24,780,0.443,rent,debt-consolidation,2,1,master,0
L0001141,23,80607.0,1.9,23561.0,60,790,0.439,mortgage,car,0,0,high-school,0
L0001142,43,65957.0,2.8,53721.0,48,567,0.334,mortgage,other,0,0,bachelor,0
L0001143,28,48175.0,5.1,20353.0,24,630,0.241,own,credit-card,0,0,bachelor,0
L0001144,63,56108.0,,27945.0,36,714,0.126,rent,small-business,2,0,bachelor,0
L0001145,28,59225.0,3.1,25401.0,60,813,0.238,mortgage,other,0,0,high-school,0
L0001146,30,37839.0,0.7,58334.0,24,686,0.435,mortgage,credit-card,0,0,bachelor,1
L0001147,28,56381.0,5.1,52926.0,48,717,0.253,rent,small-business,1,0,bachelor,0
L0001148,64,28748.0,2.5,42437.0,12,707,0.334,rent,credit-card,3,0,phd,0
L0001149,25,146830.0,10.3,36022.0,24,581,0.322,mortgage,other,1,0,bachelor,1
L0001150,44,43041.0,9.8,31010.0,36,666,0.324,rent,debt-consolidation,1,0,master,0
L0001151,66,65570.0,5.3,8087.0,36,636,0.17,rent,debt-consolidation,0,0,high-school,0
L0001152,36,57005.0,6.6,54101.0,48,706,0.186,rent,car,1,1,bachelor,0
L0001153,38,54529.0,11.2,58655.0,48,642,0.19,mortgage,debt-consolidation,1,1,high-school,0
L0001154,54,67960.0,7.0,45029.0,12,692,0.312,rent,other,1,0,master,0
L0001155,26,85688.0,4.6,18581.0,36,686,0.55,mortgage,car,1,0,high-school,0
L0001156,48,54198.0,2.1,24685.0,60,692,0.232,mortgage,small-business,4,0,high-school,0
L0001157,55,74811.0,5.7,49082.0,36,764,0.522,mortgage,credit-card,0,0,master,0
L0001158,41,64449.0,2.0,50447.0,36,717,0.083,mortgage,home-improvement,2,1,master,1
L0001159,38,29171.0,11.1,19731.0,36,672,0.129,rent,debt-consolidation,0,0,bachelor,0
L0001160,28,52838.0,1.9,41463.0,24,724,0.429,own,other,1,1,high-school,0
L0001161,31,47306.0,3.6,56723.0,60,652,0.026,mortgage,debt-consolidation,0,1,bachelor,0
L0001162,35,68884.0,1.4,44669.0,48,614,0.208,rent,credit-card,0,0,master,0
L0001163,66,71628.0,0.8,25680.0,36,765,0.432,mortgage,debt-consolidation,3,0,bachelor,0
L0001164,28,55336.0,10.3,31107.0,36,643,0.132,mortgage,home-improvement,0,0,high-school,0
L0001165,62,62406.0,3.7,46500.0,48,619,0.116,own,debt-consolidation,1,0,bachelor,0
L0001166,37,56321.0,13.2,3728.0,36,796,0.168,mortgage,debt-consolidation,0,0,master,0
L0001167,50,40601.0,6.6,52634.0,36,751,0.213,rent,small-business,3,0,high-school,0
L0001168,59,92007.0,1.8,10582.0,24,677,0.342,mortgage,credit-card,3,0,bachelor,0
L0001169,45,68781.0,18.0,53557.0,36,752,0.12,rent,credit-card,0,0,master,0
L0001170,68,124864.0,4.0,59599.0,60,657,0.163,rent,credit-card,2,1,bachelor,0
L0001171,26,48781.0,10.3,4962.0,36,723,0.328,rent,other,1,0,bachelor,1
L0001172,52,40906.0,,57797.0,48,693,0.12,rent,credit-card,0,0,high-school,1
L0001173,44,20542.0,2.2,15166.0,12,664,0.298,rent,debt-consolidation,0,1,bachelor,0
L0001174,46,150453.0,5.4,29005.0,48,708,0.624,rent,home-improvement,0,0,bachelor,0
L0001175,41,67679.0,10.5,6789.0,48,611,0.084,mortgage,credit-card,1,0,bachelor,0
L0001176,62,76147.0,5.0,15472.0,12,650,0.473,own,debt-consolidation,0,0,high-school,1
L0001177,45,115775.0,3.9,16186.0,60,546,0.439,mortgage,credit-card,1,0,bachelor,0
L0001178,62,57316.0,5.9,12793.0,60,667,0.032,rent,credit-card,3,0,bachelor,0
L0001179,40,39080.0,8.4,51059.0,48,707,0.393,rent,home-improvement,0,0,master,1
L0001180,23,80828.0,8.1,58625.0,48,589,0.094,mortgage,debt-consolidation,0,1,master,0
L0001181,47,48530.0,5.7,19691.0,36,716,0.42,rent,other,1,0,high-school,0
L0001182,69,23731.0,5.7,44863.0,12,536,0.191,mortgage,debt-consolidation,2,0,bachelor,1
L0001183,48,106496.0,3.2,10807.0,36,648,0.294,mortgage,credit-card,0,0,bachelor,1
L0001184,67,32848.0,4.0,56836.0,60,683,0.121,rent,credit-card,1,0,bachelor,0
L0001185,25,38592.0,3.7,42447.0,36,688,0.255,mortgage,debt-consolidation,0,0,bachelor,0
L0001186,53,76402.0,6.9,42588.0,60,706,0.104,rent,debt-consolidation,1,1,high-school,0
L0001187,31,21759.0,8.2,16308.0,60,573,0.575,mortgage,credit-card,1,0,bachelor,0
L0001188,23,56084.0,3.1,32450.0,24,701,0.301,rent,home-improvement,1,1,master,0
L0001189,43,60210.0,5.6,25613.0,48,737,0.038,mortgage,home-improvement,1,0,bachelor,1
L0001190,52,86959.0,1.3,52340.0,48,658,0.36,mortgage,debt-consolidation,0,0,high-school,1
L0001191,65,70557.0,5.3,40068.0,60,673,0.293,rent,debt-consolidation,1,0,high-school,0
L0001192,48,74540.0,0.3,18225.0,36,589,0.367,rent,home-improvement,4,0,bachelor,1
L0001193,67,80524.0,2.0,8025.0,12,750,0.345,mortgage,small-business,2,0,high-school,0
L0001194,49,104005.0,1.4,48812.0,12,601,0.108,rent,credit-card,0,0,master,0
L0001195,48,43679.0,0.4,5815.0,36,765,0.698,rent,small-business,1,0,high-school,0
L0001196,30,34345.0,2.8,28792.0,48,843,0.232,own,home-improvement,2,1,bachelor,0
L0001197,49,35166.0,8.4,39602.0,36,655,0.218,rent,home-improvement,1,0,phd,0
L0001198,69,71151.0,0.8,36851.0,60,635,0.132,own,credit-card,0,1,high-school,0
L0001199,47,47182.0,5.8,8932.0,48,676,0.269,mortgage,home-improvement,1,0,bachelor,0
L0001200,51,40950.0,9.3,39553.0,60,759,0.4,mortgage,debt-consolidation,0,0,master,1
L0001201,35,87057.0,10.4,15933.0,12,626,0.26,own,small-business,0,0,bachelor,0
L0001202,65,69490.0,2.9,34294.0,12,539,0.42,rent,small-business,3,1,high-school,0
L0001203,43,108972.0,2.7,16419.0,60,768,0.182,rent,car,0,1,bachelor,0
L0001204,40,60858.0,2.1,24445.0,36,691,0.213,mortgage,car,0,0,high-school,0
L0001205,48,68890.0,9.0,45274.0,12,673,0.152,rent,debt-consolidation,4,0,high-school,0
L0001206,54,44858.0,4.4,16707.0,24,693,0.229,own,debt-consolidation,3,0,bachelor,0
L0001207,63,20757.0,2.3,51427.0,24,632,0.606,rent,debt-consolidation,1,0,high-school,1
L0001208,47,42325.0,1.7,28317.0,48,676,0.069,mortgage,home-improvement,1,0,bachelor,0
L0001209,37,38729.0,5.3,59557.0,60,707,0.195,mortgage,home-improvement,0,1,master,0
L0001210,36,29355.0,2.1,37392.0,48,723,0.176,mortgage,credit-card,0,1,high-school,0
L0001211,31,58341.0,5.5,11274.0,24,691,0.201,mortgage,credit-card,2,1,bachelor,0
L0001212,34,81666.0,3.8,45435.0,48,520,0.082,rent,other,1,0,high-school,0
L0001213,28,43777.0,15.5,37406.0,12,666,0.057,rent,other,1,0,high-school,0
L0001214,58,64483.0,2.5,8867.0,24,692,0.096,mortgage,credit-card,2,0,bachelor,0
L0001215,36,41731.0,4.8,5968.0,24,698,0.165,rent,debt-consolidation,0,0,bachelor,1
L0001216,68,50430.0,5.0,49831.0,60,659,0.243,rent,credit-card,0,0,bachelor,1
L0001217,45,41231.0,5.1,30272.0,24,826,0.222,mortgage,other,2,1,high-school,0
L0001218,25,61918.0,2.1,42236.0,60,657,0.179,rent,debt-consolidation,2,0,high-school,0
L0001219,69,70334.0,1.4,31057.0,12,720,0.296,mortgage,credit-card,0,0,master,0
L0001220,53,116952.0,4.3,50006.0,36,656,0.152,own,car,0,0,high-school,0
L0001221,30,41826.0,8.3,11354.0,60,722,0.277,rent,debt-consolidation,1,0,bachelor,0
L0001222,58,49153.0,4.8,8440.0,24,585,0.327,mortgage,debt-consolidation,2,0,high-school,0
L0001223,23,89873.0,2.4,24573.0,36,794,0.167,mortgage,small-business,2,1,bachelor,0
L0001224,25,46463.0,11.3,32138.0,24,712,0.576,own,car,3,0,bachelor,0
L0001225,34,67906.0,2.9,37941.0,24,651,0.217,rent,small-business,1,0,master,1
L0001226,55,43160.0,6.0,15693.0,60,660,0.097,mortgage,car,2,0,high-school,0
L0001227,50,64678.0,2.1,45953.0,24,637,0.085,rent,debt-consolidation,1,1,bachelor,0
L0001228,36,70853.0,6.9,44650.0,36,664,0.191,mortgage,debt-consolidation,1,0,high-school,0
L0001229,67,97395.0,2.5,30466.0,36,687,0.122,mortgage,credit-card,1,0,bachelor,0
L0001230,56,38409.0,1.8,29384.0,12,649,0.503,own,debt-consolidation,1,0,bachelor,0
L0001231,54,67502.0,6.1,43641.0,60,740,0.073,rent,small-business,3,0,high-school,0
L0001232,22,50816.0,2.6,59849.0,12,844,0.346,mortgage,debt-consolidation,2,0,bachelor,0
L0001233,59,25892.0,3.9,23952.0,36,673,0.119,own,small-business,2,0,phd,1
L0001234,27,40895.0,2.3,17907.0,24,532,0.247,rent,small-business,0,0,high-school,1
L0001235,51,38685.0,1.6,29867.0,24,664,0.168,own,car,2,0,high-school,0
L0001236,34,65685.0,3.7,16255.0,36,681,0.17,mortgage,other,3,0,high-school,0
L0001237,68,36533.0,3.4,5473.0,48,741,0.531,mortgage,debt-consolidation,1,1,bachelor,0
L0001238,68,56442.0,4.9,57286.0,60,639,0.183,own,credit-card,1,0,master,0
L0001239,49,54491.0,4.4,22427.0,12,640,0.223,rent,home-improvement,1,0,bachelor,0
L0001240,45,72529.0,5.6,31615.0,60,638,0.134,own,credit-card,0,0,bachelor,0
L0001241,54,43702.0,1.1,7977.0,48,598,0.113,mortgage,debt-consolidation,1,0,high-school,1
L0001242,64,27831.0,2.7,44673.0,36,564,0.121,mortgage,car,1,0,bachelor,0
L0001243,69,82194.0,5.7,29884.0,36,694,0.189,mortgage,car,3,0,high-school,0
L0001244,66,42082.0,8.1,12312.0,36,587,0.323,own,other,1,1,bachelor,1
L0001245,48,88839.0,9.8,17330.0,24,667,0.336,own,home-improvement,3,0,bachelor,0
L0001246,26,53707.0,7.9,37725.0,60,734,0.217,rent,debt-consolidation,0,0,master,0
L0001247,32,55894.0,2.0,52009.0,12,624,0.239,rent,credit-card,0,0,bachelor,1
L0001248,39,71243.0,4.5,8271.0,36,769,0.426,mortgage,debt-consolidation,0,1,bachelor,0
L0001249,67,72382.0,2.1,12930.0,60,637,0.141,rent,small-business,1,0,phd,0
L0001250,37,52367.0,5.0,52061.0,36,582,0.051,mortgage,credit-card,0,0,bachelor,1
L0001251,48,44554.0,4.9,44471.0,24,659,0.586,rent,home-improvement,2,0,bachelor,0
L0001252,57,53095.0,7.9,55764.0,36,712,0.47,rent,home-improvement,1,0,high-school,0
L0001253,60,24044.0,4.7,11136.0,60,745,0.463,rent,other,2,1,high-school,0
L0001254,32,84261.0,2.0,40034.0,36,715,0.371,rent,other,1,0,high-school,0
L0001255,40,36799.0,0.6,15455.0,24,812,0.526,rent,credit-card,1,1,bachelor,1
L0001256,64,43011.0,15.2,19547.0,48,702,0.352,mortgage,debt-consolidation,1,0,high-school,1
L0001257,68,45299.0,5.1,33251.0,12,652,0.387,rent,debt-consolidation,1,0,master,1
L0001258,49,64115.0,4.7,24188.0,24,685,0.541,own,credit-card,0,1,high-school,0
L0001259,59,51087.0,5.4,34929.0,36,598,0.023,rent,debt-consolidation,0,0,bachelor,0
