customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,is_senior_citizen,avg_monthly_usage_gb,support_tickets_90d,churned
CUST000769,27,76.93,1914.19,month-to-month,electronic-check,DSL,yes,yes,0,49.4,4,0
CUST000770,47,82.13,3879.88,one-year,electronic-check,DSL,no,no,0,52.0,2,0
CUST000771,71,43.06,3023.67,two-year,electronic-check,Fiber,no,no,1,48.9,4,0
CUST000772,1,37.83,37.19,month-to-month,mailed-check,Fiber,no,yes,0,149.9,0,1
CUST000773,51,109.57,5676.84,month-to-month,bank-transfer,DSL,no,no,0,204.4,0,1
CUST000774,61,46.91,2590.89,one-year,electronic-check,Fiber,yes,yes,1,197.6,4,0
CUST000775,68,43.9,2740.22,month-to-month,bank-transfer,Fiber,no,yes,0,19.2,2,0
CUST000776,31,69.02,1836.8,one-year,electronic-check,DSL,no,no,0,44.9,1,0
CUST000777,9,67.75,624.23,one-year,electronic-check,Fiber,yes,no,0,11.2,0,0
CUST000778,20,47.44,917.0,month-to-month,electronic-check,Fiber,no,yes,0,15.9,1,0
CUST000779,61,62.38,,two-year,bank-transfer,DSL,yes,no,0,201.6,1,0
CUST000780,63,100.73,5482.19,month-to-month,bank-transfer,Fiber,yes,no,1,83.8,1,0
CUST000781,46,49.85,2280.91,one-year,bank-transfer,DSL,no,no,0,106.5,3,0
CUST000782,9,35.16,316.36,month-to-month,electronic-check,None,no,no,1,61.4,0,0
CUST000783,9,93.56,827.92,month-to-month,mailed-check,None,yes,yes,0,64.7,1,0
CUST000784,34,82.31,2492.82,month-to-month,credit-card,None,yes,yes,0,131.3,1,0
CUST000785,42,54.49,2363.29,two-year,electronic-check,DSL,yes,no,0,69.9,2,0
CUST000786,3,30.45,91.41,two-year,mailed-check,Fiber,no,no,0,71.7,4,0
CUST000787,49,51.38,2471.17,two-year,electronic-check,Fiber,no,yes,0,101.3,2,0
CUST000788,39,68.63,2623.54,month-to-month,electronic-check,DSL,yes,yes,0,94.4,3,0
CUST000789,1,99.14,102.2,month-to-month,mailed-check,None,no,yes,1,68.5,2,1
CUST000790,7,44.09,319.64,one-year,electronic-check,Fiber,no,yes,0,50.5,3,0
CUST000791,33,67.89,2171.2,one-year,bank-transfer,DSL,no,yes,0,48.1,0,0
CUST000792,52,86.88,4216.58,month-to-month,credit-card,None,no,no,0,124.9,2,0
CUST000793,59,20.0,1088.84,two-year,electronic-check,DSL,no,yes,0,72.6,2,0
CUST000794,31,95.84,3012.09,month-to-month,electronic-check,Fiber,no,no,0,41.1,0,1
CUST000795,21,40.44,831.34,month-to-month,credit-card,DSL,no,yes,0,113.4,2,1
CUST000796,69,78.3,4675.78,two-year,mailed-check,DSL,yes,yes,1,67.7,1,0
CUST000797,33,76.17,2208.05,month-to-month,credit-card,None,yes,no,0,18.7,1,1
CUST000798,23,97.11,2300.62,month-to-month,electronic-check,Fiber,yes,yes,1,42.7,3,1
CUST000799,32,83.77,2752.75,one-year,bank-transfer,DSL,no,yes,0,67.9,0,0
CUST000800,1,20.0,20.81,two-year,credit-card,Fiber,yes,no,1,21.9,1,0
CUST000801,22,50.38,1036.95,month-to-month,electronic-check,None,no,yes,1,81.4,1,0
CUST000802,37,73.46,2736.54,one-year,credit-card,None,yes,yes,0,89.7,2,0
CUST000803,66,65.13,4365.83,month-to-month,bank-transfer,None,no,no,1,119.2,2,0
CUST000804,53,81.94,3965.6,month-to-month,credit-card,None,yes,no,0,76.6,3,0
CUST000805,56,89.73,4417.21,month-to-month,electronic-check,Fiber,no,no,0,44.2,1,1
CUST000806,39,85.21,3487.37,month-to-month,mailed-check,DSL,no,yes,0,19.2,0,0
CUST000807,8,64.64,442.68,month-to-month,electronic-check,None,no,yes,0,18.5,1,0
CUST000808,28,23.84,647.14,month-to-month,credit-card,DSL,no,no,0,60.6,0,1
CUST000809,71,58.61,4078.26,one-year,electronic-check,DSL,no,no,0,60.5,0,0
CUST000810,4,80.41,317.25,one-year,electronic-check,Fiber,no,yes,0,,3,1
CUST000811,63,42.74,2426.39,one-year,credit-card,DSL,no,no,1,80.1,1,0
CUST000812,49,85.78,4179.33,two-year,electronic-check,Fiber,no,no,0,51.0,0,0
CUST000813,21,92.71,1739.14,month-to-month,bank-transfer,None,no,no,0,34.9,1,1
CUST000814,56,73.17,4162.29,month-to-month,electronic-check,Fiber,no,no,0,28.6,3,0
CUST000815,60,20.0,1072.59,month-to-month,bank-transfer,Fiber,no,no,0,150.6,1,0
CUST000816,4,38.05,150.58,one-year,electronic-check,Fiber,no,no,1,16.9,1,1
CUST000817,8,117.15,,month-to-month,mailed-check,Fiber,no,yes,0,174.0,2,1
CUST000818,48,56.34,2400.87,month-to-month,bank-transfer,DSL,no,no,0,36.3,3,1
CUST000819,71,20.4,1300.08,month-to-month,electronic-check,DSL,yes,no,1,183.3,1,0
CUST000820,2,100.88,202.93,month-to-month,electronic-check,Fiber,yes,no,0,19.9,0,1
CUST000821,48,70.33,2927.53,two-year,electronic-check,Fiber,no,no,0,84.6,4,0
CUST000822,10,97.62,867.01,one-year,bank-transfer,Fiber,no,yes,0,134.3,1,0
CUST000823,47,76.92,3402.32,month-to-month,electronic-check,DSL,no,yes,0,136.0,2,0
CUST000824,45,81.46,3797.8,one-year,electronic-check,DSL,no,no,1,84.3,1,0
CUST000825,7,79.08,532.73,one-year,electronic-check,Fiber,no,no,0,77.3,1,1
CUST000826,49,87.44,3974.08,month-to-month,mailed-check,Fiber,yes,no,0,23.7,3,0
CUST000827,64,126.94,8495.22,month-to-month,bank-transfer,Fiber,no,yes,0,113.8,2,0
CUST000828,62,94.28,5510.67,one-year,mailed-check,None,yes,no,0,126.8,1,0
CUST000829,3,30.49,,month-to-month,credit-card,Fiber,no,no,0,68.8,0,1
CUST000830,18,81.17,1362.19,month-to-month,bank-transfer,DSL,no,no,0,75.6,1,1
CUST000831,18,98.54,1618.41,month-to-month,credit-card,Fiber,yes,yes,0,261.0,2,0
CUST000832,33,100.07,3022.07,one-year,bank-transfer,DSL,no,no,0,25.6,5,0
CUST000833,11,59.33,644.52,two-year,electronic-check,DSL,no,yes,0,85.8,1,0
CUST000834,61,99.12,5188.75,one-year,credit-card,Fiber,yes,no,0,112.1,1,0
CUST000835,56,93.19,5147.48,month-to-month,credit-card,DSL,no,yes,0,18.2,1,0
CUST000836,58,134.31,6934.96,month-to-month,bank-transfer,DSL,no,no,1,19.6,4,0
CUST000837,15,51.25,712.51,one-year,electronic-check,None,no,yes,0,,2,1
CUST000838,2,57.31,100.79,two-year,electronic-check,Fiber,yes,yes,1,43.3,1,0
CUST000839,65,62.35,3892.87,two-year,bank-transfer,None,yes,yes,0,39.0,2,0
CUST000840,21,57.74,1207.53,two-year,mailed-check,None,no,no,0,44.4,1,0
CUST000841,47,47.75,2066.8,month-to-month,bank-transfer,DSL,yes,no,0,45.2,0,0
CUST000842,65,20.0,1147.49,one-year,mailed-check,Fiber,yes,no,0,68.1,2,0
CUST000843,3,59.13,158.82,two-year,bank-transfer,Fiber,no,no,0,35.6,3,1
CUST000844,1,79.23,80.31,one-year,electronic-check,Fiber,no,yes,1,,2,0
CUST000845,1,57.67,52.11,one-year,electronic-check,DSL,no,yes,1,66.0,5,1
CUST000846,12,118.38,1427.58,month-to-month,electronic-check,DSL,no,yes,0,51.2,2,1
CUST000847,4,70.33,257.76,one-year,credit-card,DSL,yes,no,0,85.7,2,0
CUST000848,59,102.28,5357.12,month-to-month,bank-transfer,Fiber,yes,no,0,145.7,2,1
CUST000849,44,76.54,3352.48,month-to-month,credit-card,DSL,no,yes,0,24.8,1,0
CUST000850,70,90.66,5988.97,two-year,bank-transfer,Fiber,no,no,0,33.6,0,0
CUST000851,57,76.98,3757.13,two-year,credit-card,None,yes,no,0,103.5,4,0
CUST000852,69,104.22,7493.13,two-year,bank-transfer,Fiber,no,no,0,79.2,1,0
CUST000853,17,71.4,1067.6,month-to-month,credit-card,Fiber,yes,yes,0,108.3,3,1
CUST000854,21,82.4,1593.15,month-to-month,credit-card,DSL,no,no,0,99.5,1,1
CUST000855,61,79.16,4476.06,month-to-month,bank-transfer,None,no,no,0,,2,1
CUST000856,18,62.79,1071.32,two-year,electronic-check,Fiber,no,no,0,152.2,1,0
CUST000857,5,80.12,403.44,one-year,bank-transfer,Fiber,yes,no,0,154.3,2,1
CUST000858,48,125.86,5142.45,two-year,electronic-check,None,yes,yes,0,34.4,2,0
CUST000859,57,63.24,3736.23,month-to-month,electronic-check,DSL,no,no,1,140.3,1,0
CUST000860,69,80.49,5438.28,one-year,bank-transfer,Fiber,no,no,0,148.9,2,0
CUST000861,66,101.44,6963.71,one-year,credit-card,DSL,no,no,0,180.1,2,0
CUST000862,9,98.51,898.54,month-to-month,electronic-check,DSL,yes,no,0,100.7,1,1
CUST000863,55,70.29,4003.45,two-year,electronic-check,Fiber,no,no,0,54.1,0,0
CUST000864,61,20.0,1183.64,one-year,credit-card,Fiber,yes,yes,0,42.1,0,0
CUST000865,50,82.92,3820.38,month-to-month,electronic-check,DSL,yes,yes,0,54.1,1,1
CUST000866,59,20.0,1107.53,month-to-month,electronic-check,Fiber,yes,no,0,27.5,0,0
CUST000867,60,106.75,6287.19,two-year,bank-transfer,Fiber,yes,no,1,86.8,0,0
CUST000868,32,74.24,2222.18,one-year,credit-card,None,yes,no,0,,3,0
CUST000869,3,94.99,283.93,one-year,bank-transfer,DSL,yes,yes,0,23.9,4,1
CUST000870,33,47.45,1359.74,one-year,bank-transfer,Fiber,no,no,0,42.8,4,1
CUST000871,15,31.19,475.33,month-to-month,electronic-check,DSL,no,no,0,133.7,2,1
CUST000872,9,76.52,613.5,one-year,electronic-check,Fiber,no,no,0,87.7,2,0
CUST000873,9,69.16,646.58,two-year,credit-card,Fiber,yes,yes,0,39.5,2,0
CUST000874,50,57.71,2542.44,month-to-month,credit-card,Fiber,no,yes,0,177.4,0,1
CUST000875,36,72.12,2273.94,one-year,electronic-check,DSL,yes,no,0,80.8,0,0
CUST000876,39,139.19,5495.59,month-to-month,electronic-check,Fiber,yes,no,0,29.7,1,1
CUST000877,53,90.86,4881.75,month-to-month,electronic-check,DSL,no,no,1,54.3,0,1
CUST000878,39,96.24,3744.92,month-to-month,electronic-check,DSL,no,no,0,22.7,0,0
CUST000879,45,91.1,4272.11,two-year,electronic-check,Fiber,no,yes,0,152.0,0,0
CUST000880,7,106.99,677.11,month-to-month,electronic-check,DSL,no,no,0,110.4,2,1
CUST000881,61,65.25,4041.27,month-to-month,credit-card,Fiber,yes,yes,0,,2,0
CUST000882,32,20.0,589.06,one-year,electronic-check,Fiber,yes,yes,0,15.1,1,0
CUST000883,12,65.29,750.17,month-to-month,bank-transfer,Fiber,no,no,0,109.4,0,1
CUST000884,58,90.29,4918.0,one-year,bank-transfer,Fiber,yes,yes,0,,0,0
CUST000885,53,45.75,2063.87,two-year,credit-card,Fiber,yes,no,0,138.8,2,0
CUST000886,4,65.59,253.15,month-to-month,credit-card,None,yes,no,0,11.0,0,1
CUST000887,14,52.71,737.57,month-to-month,mailed-check,DSL,no,yes,0,103.1,1,0
CUST000888,2,107.55,190.34,two-year,electronic-check,Fiber,yes,yes,0,64.5,1,0
CUST000889,20,88.74,1839.28,month-to-month,bank-transfer,Fiber,yes,yes,0,220.4,1,0
CUST000890,8,86.29,660.0,month-to-month,electronic-check,DSL,no,no,0,28.1,0,1
CUST000891,51,85.54,3863.68,two-year,electronic-check,DSL,no,no,0,116.4,1,0
CUST000892,38,69.07,2570.04,two-year,electronic-check,DSL,no,no,0,104.6,2,0
CUST000893,70,74.94,4660.29,one-year,credit-card,Fiber,no,no,0,23.6,0,0
CUST000894,54,40.37,1880.68,one-year,electronic-check,Fiber,yes,no,1,55.8,2,0
CUST000895,44,20.0,868.62,two-year,mailed-check,Fiber,no,no,0,96.2,0,0
CUST000896,37,73.75,2379.85,one-year,mailed-check,Fiber,yes,no,1,40.8,1,1
CUST000897,4,78.1,272.18,one-year,bank-transfer,Fiber,no,no,0,41.7,0,0
CUST000898,5,100.23,500.14,two-year,electronic-check,DSL,yes,no,0,124.5,2,0
CUST000899,44,109.28,4140.16,one-year,credit-card,Fiber,no,yes,0,191.6,0,0
CUST000900,1,109.25,110.56,month-to-month,bank-transfer,Fiber,no,no,1,118.2,0,1
CUST000901,4,45.05,181.86,month-to-month,mailed-check,DSL,yes,no,0,25.1,2,1
CUST000902,16,61.19,859.87,month-to-month,mailed-check,DSL,no,yes,1,5.8,2,1
CUST000903,63,82.01,4927.29,month-to-month,credit-card,DSL,no,no,0,31.0,3,0
CUST000904,33,133.3,3824.07,month-to-month,credit-card,None,yes,yes,0,102.5,0,0
CUST000905,51,107.0,5328.84,month-to-month,mailed-check,DSL,no,no,0,110.0,0,1
CUST000906,30,97.98,2535.49,two-year,electronic-check,DSL,yes,no,0,52.3,2,0
CUST000907,13,60.31,814.53,month-to-month,electronic-check,DSL,no,yes,1,30.7,2,1
CUST000908,27,47.92,1153.52,month-to-month,electronic-check,DSL,no,no,1,55.5,1,1
CUST000909,7,89.72,619.61,month-to-month,electronic-check,Fiber,no,no,0,17.9,1,1
CUST000910,55,42.48,2045.89,month-to-month,electronic-check,Fiber,no,no,0,3.0,0,0
CUST000911,14,64.04,799.66,one-year,electronic-check,Fiber,no,no,0,82.5,1,1
CUST000912,27,67.13,1704.1,month-to-month,credit-card,Fiber,no,no,0,76.8,0,1
CUST000913,70,109.82,7415.41,month-to-month,credit-card,DSL,no,no,0,,2,1
CUST000914,43,61.13,2759.42,two-year,credit-card,Fiber,no,no,1,119.4,2,0
CUST000915,33,20.0,564.42,month-to-month,bank-transfer,Fiber,no,no,0,69.9,3,1
CUST000916,39,82.61,2738.72,month-to-month,bank-transfer,Fiber,yes,yes,1,38.4,3,0
CUST000917,56,52.52,2706.05,two-year,electronic-check,None,yes,yes,1,84.5,1,0
CUST000918,19,71.07,1246.67,one-year,bank-transfer,DSL,no,yes,0,217.2,3,0
CUST000919,46,67.83,3203.7,one-year,electronic-check,Fiber,no,no,0,18.8,0,0
CUST000920,62,63.16,4043.25,two-year,bank-transfer,Fiber,yes,no,0,226.6,2,0
CUST000921,41,89.76,3776.23,two-year,credit-card,DSL,no,no,0,69.4,0,0
CUST000922,32,31.68,890.73,month-to-month,credit-card,Fiber,yes,yes,0,97.0,3,0
CUST000923,11,57.07,585.35,one-year,electronic-check,DSL,no,no,0,101.5,1,0
CUST000924,18,87.1,1566.51,one-year,bank-transfer,DSL,no,no,0,39.3,2,0
CUST000925,68,54.65,3391.12,month-to-month,electronic-check,Fiber,no,yes,1,51.5,2,0
CUST000926,39,29.78,1141.27,two-year,electronic-check,Fiber,no,no,0,147.4,4,0
CUST000927,22,86.71,1711.95,month-to-month,electronic-check,None,no,yes,0,163.4,0,0
CUST000928,30,98.08,2691.37,two-year,electronic-check,None,yes,no,1,60.4,0,0
CUST000929,42,68.88,2956.85,one-year,bank-transfer,DSL,no,yes,0,196.1,1,0
CUST000930,39,20.98,736.48,month-to-month,mailed-check,Fiber,yes,no,0,64.6,3,0
CUST000931,50,87.65,4570.36,month-to-month,electronic-check,None,no,no,0,112.4,3,0
CUST000932,19,28.5,493.44,two-year,credit-card,DSL,no,no,0,41.6,1,0
CUST000933,47,77.72,3122.1,one-year,bank-transfer,Fiber,yes,yes,0,107.9,1,0
CUST000934,32,47.81,1378.43,month-to-month,mailed-check,None,yes,yes,0,57.2,3,0
CUST000935,67,41.0,2429.01,month-to-month,bank-transfer,DSL,no,no,0,253.6,1,1
CUST000936,12,58.95,673.0,one-year,bank-transfer,None,no,yes,0,87.7,2,0
CUST000937,11,65.42,627.9,month-to-month,mailed-check,Fiber,yes,yes,0,182.9,0,0
CUST000938,33,53.89,1734.28,one-year,bank-transfer,None,no,no,0,78.2,5,0
CUST000939,37,84.72,3212.94,one-year,credit-card,Fiber,yes,no,1,70.2,1,0
CUST000940,50,58.85,2714.47,month-to-month,electronic-check,Fiber,no,no,0,77.0,3,1
CUST000941,29,94.5,2421.78,one-year,mailed-check,Fiber,no,yes,0,209.9,2,0
CUST000942,65,77.03,4656.49,month-to-month,electronic-check,DSL,yes,no,0,49.9,1,0
CUST000943,34,52.56,1799.89,two-year,credit-card,Fiber,no,no,0,247.4,1,0
CUST000944,10,48.35,468.17,two-year,electronic-check,None,yes,yes,1,123.3,2,0
CUST000945,9,28.81,225.64,month-to-month,electronic-check,None,no,yes,1,203.6,1,1
CUST000946,70,77.27,5178.68,month-to-month,credit-card,None,yes,yes,0,30.9,2,0
CUST000947,10,61.14,,month-to-month,bank-transfer,Fiber,no,no,0,110.8,2,1
CUST000948,68,20.0,1244.97,two-year,electronic-check,Fiber,yes,yes,0,151.0,2,0
CUST000949,20,56.61,987.31,month-to-month,electronic-check,Fiber,no,no,0,153.5,0,0
CUST000950,7,47.47,347.65,one-year,mailed-check,Fiber,yes,yes,0,110.7,1,0
CUST000951,22,109.39,2130.33,two-year,credit-card,Fiber,no,yes,0,54.2,1,0
CUST000952,44,27.43,1072.41,month-to-month,mailed-check,DSL,yes,no,0,51.9,2,0
CUST000953,31,33.97,925.77,one-year,electronic-check,DSL,no,no,0,49.7,1,1
CUST000954,56,97.75,5277.15,month-to-month,bank-transfer,Fiber,no,no,0,84.5,1,0
CUST000955,44,103.92,4292.34,one-year,mailed-check,DSL,no,no,0,76.2,2,0
CUST000956,29,51.38,1340.89,month-to-month,electronic-check,DSL,no,yes,0,55.8,3,1
CUST000957,46,54.2,2333.35,two-year,credit-card,DSL,no,no,0,61.9,1,0
CUST000958,69,85.41,,month-to-month,electronic-check,Fiber,no,yes,0,70.8,2,0
CUST000959,30,20.0,543.8,month-to-month,credit-card,None,no,no,1,13.1,1,0
CUST000960,11,23.47,266.7,two-year,credit-card,Fiber,no,no,0,57.7,1,0
CUST000961,30,62.98,1721.75,two-year,electronic-check,None,no,no,1,47.4,2,0
CUST000962,60,108.75,5804.87,one-year,bank-transfer,None,no,yes,0,29.8,0,0
CUST000963,16,59.11,984.45,one-year,credit-card,DSL,no,yes,0,31.3,1,0
CUST000964,68,72.52,4991.09,month-to-month,bank-transfer,DSL,no,no,0,57.0,0,1
CUST000965,42,98.34,3794.19,one-year,bank-transfer,DSL,no,no,0,86.8,3,1
CUST000966,43,122.67,5371.27,month-to-month,electronic-check,DSL,no,yes,1,90.1,0,1
CUST000967,23,55.58,1219.23,month-to-month,electronic-check,Fiber,yes,yes,0,97.8,0,0
CUST000968,66,69.58,4221.91,two-year,bank-transfer,DSL,yes,yes,0,90.2,1,0
CUST000969,3,115.55,352.86,one-year,electronic-check,None,yes,no,1,51.1,0,0
CUST000970,22,31.95,703.2,month-to-month,electronic-check,Fiber,no,no,0,31.2,2,1
CUST000971,30,95.69,2611.12,month-to-month,mailed-check,Fiber,no,no,0,36.8,1,1
CUST000972,34,44.54,1470.95,two-year,electronic-check,None,yes,no,0,65.7,2,0
CUST000973,34,72.56,2279.24,month-to-month,credit-card,None,no,no,1,76.8,1,1
CUST000974,11,63.93,597.89,month-to-month,credit-card,Fiber,no,yes,0,116.0,1,0
CUST000975,17,46.05,816.01,month-to-month,credit-card,Fiber,no,yes,1,154.3,1,1
CUST000976,7,45.42,305.2,month-to-month,electronic-check,None,yes,yes,0,53.4,0,0
CUST000977,41,76.91,3057.72,month-to-month,mailed-check,Fiber,yes,no,0,78.5,0,0
CUST000978,25,94.89,,two-year,credit-card,None,yes,no,0,100.6,2,0
CUST000979,41,66.76,2628.02,month-to-month,mailed-check,DSL,no,yes,1,71.0,3,1
CUST000980,42,71.75,2736.29,month-to-month,bank-transfer,Fiber,yes,no,0,37.6,2,1
CUST000981,50,84.28,4400.74,one-year,bank-transfer,Fiber,yes,no,0,42.2,1,0
CUST000982,39,45.71,1736.93,one-year,electronic-check,DSL,no,no,0,121.5,1,0
CUST000983,47,88.49,4093.25,one-year,electronic-check,DSL,no,no,0,55.9,0,0
CUST000984,42,90.48,3575.79,one-year,bank-transfer,DSL,yes,no,0,59.6,1,0
CUST000985,47,135.09,5762.39,one-year,electronic-check,DSL,no,yes,0,12.2,0,0
CUST000986,44,60.6,2300.76,one-year,credit-card,DSL,yes,no,1,140.0,0,0
CUST000987,23,58.55,1238.98,one-year,bank-transfer,Fiber,no,no,0,102.4,3,1
CUST000988,18,89.22,1421.63,one-year,electronic-check,Fiber,no,no,0,24.4,1,0
CUST000989,56,90.48,4977.79,one-year,bank-transfer,Fiber,yes,yes,0,94.9,2,0
CUST000990,25,56.62,1452.02,month-to-month,mailed-check,Fiber,yes,no,1,98.9,1,1
CUST000991,39,59.92,2127.85,one-year,electronic-check,DSL,no,yes,0,181.6,2,1
CUST000992,14,83.53,1071.86,one-year,credit-card,Fiber,no,no,0,39.7,1,0
CUST000993,31,49.31,1504.26,month-to-month,bank-transfer,DSL,yes,no,0,,0,0
CUST000994,38,59.74,1997.37,two-year,bank-transfer,DSL,no,yes,0,48.4,1,0
CUST000995,45,72.24,3367.46,month-to-month,credit-card,Fiber,yes,no,0,46.8,2,0
CUST000996,38,94.9,3327.69,month-to-month,bank-transfer,None,no,no,0,162.3,0,1
CUST000997,26,54.89,1241.95,two-year,mailed-check,None,no,no,0,122.1,1,1
CUST000998,69,23.94,1461.79,month-to-month,electronic-check,Fiber,no,no,0,24.8,0,0
CUST000999,37,22.09,847.2,month-to-month,electronic-check,Fiber,no,no,1,22.0,1,1
CUST001000,58,38.51,2008.94,month-to-month,mailed-check,Fiber,no,yes,0,97.1,2,0
CUST001001,53,37.17,1935.44,two-year,mailed-check,Fiber,yes,no,0,63.0,0,0
CUST001002,40,66.13,2331.04,month-to-month,bank-transfer,DSL,no,no,0,36.2,0,0
CUST001003,63,40.28,2255.51,one-year,mailed-check,DSL,yes,no,0,98.2,0,0
CUST001004,10,52.43,537.85,one-year,bank-transfer,None,no,no,0,90.7,1,0
CUST001005,66,50.65,2940.44,one-year,credit-card,None,no,no,1,69.9,0,0
CUST001006,61,58.99,3072.13,two-year,credit-card,DSL,yes,yes,1,74.2,1,0
CUST001007,36,103.06,3525.57,two-year,electronic-check,DSL,no,no,0,38.2,2,0
CUST001008,53,86.55,4690.57,month-to-month,credit-card,DSL,no,no,0,90.3,1,0
CUST001009,37,70.4,2383.91,two-year,credit-card,Fiber,no,yes,0,198.6,1,0
CUST001010,20,58.47,1023.96,month-to-month,electronic-check,DSL,no,yes,1,28.5,2,0
CUST001011,57,59.17,3529.34,month-to-month,electronic-check,Fiber,no,yes,0,119.7,2,0
CUST001012,18,78.19,1386.8,month-to-month,electronic-check,DSL,yes,no,0,32.8,0,1
CUST001013,23,84.6,1984.98,one-year,bank-transfer,DSL,no,yes,0,107.1,1,0
CUST001014,37,47.31,1751.22,month-to-month,bank-transfer,DSL,no,yes,0,61.9,1,0
CUST001015,60,70.91,4210.56,one-year,mailed-check,Fiber,yes,yes,0,108.7,3,0
CUST001016,28,20.0,519.07,month-to-month,credit-card,DSL,no,no,0,29.8,2,1
CUST001017,36,75.29,2479.69,month-to-month,electronic-check,Fiber,no,yes,0,6.3,2,1
CUST001018,3,89.05,265.38,month-to-month,mailed-check,Fiber,yes,yes,0,76.0,1,1
CUST001019,9,63.0,563.23,two-year,credit-card,Fiber,yes,no,0,114.7,5,0
CUST001020,4,115.41,480.16,month-to-month,credit-card,DSL,no,yes,0,77.9,2,0
CUST001021,6,47.97,277.38,month-to-month,credit-card,Fiber,no,yes,0,101.8,2,1
CUST001022,62,75.44,4251.29,month-to-month,electronic-check,DSL,yes,no,0,51.4,2,1
CUST001023,60,69.1,3930.02,month-to-month,electronic-check,Fiber,no,yes,0,103.4,3,0
CUST001024,59,67.49,3873.37,one-year,electronic-check,Fiber,yes,yes,0,161.2,0,0
CUST001025,4,67.14,251.2,month-to-month,mailed-check,None,no,no,0,50.9,2,0
CUST001026,6,72.68,439.67,month-to-month,electronic-check,None,no,yes,0,100.9,1,0
CUST001027,20,91.2,1763.67,two-year,credit-card,Fiber,yes,no,0,42.1,2,0
CUST001028,41,104.44,3647.81,month-to-month,bank-transfer,None,no,no,0,171.2,4,1
CUST001029,24,69.94,1618.08,month-to-month,mailed-check,DSL,no,no,0,25.0,0,0
CUST001030,35,90.38,3089.66,one-year,electronic-check,Fiber,yes,no,0,87.8,3,1
CUST001031,13,52.46,704.52,one-year,mailed-check,DSL,yes,no,0,71.0,2,0
CUST001032,52,89.15,4324.02,one-year,mailed-check,DSL,no,no,0,51.2,1,0
CUST001033,23,50.95,1130.71,month-to-month,bank-transfer,Fiber,yes,no,1,50.0,0,1
CUST001034,5,97.27,459.6,month-to-month,electronic-check,Fiber,no,no,0,67.2,1,1
CUST001035,53,125.27,6349.38,month-to-month,credit-card,Fiber,no,no,1,157.2,0,0
CUST001036,65,66.95,3757.57,month-to-month,electronic-check,None,yes,no,0,81.1,2,1
CUST001037,2,20.0,41.18,month-to-month,electronic-check,Fiber,yes,yes,0,17.0,0,1
CUST001038,32,56.3,1859.4,two-year,credit-card,None,yes,no,0,21.7,1,0
CUST001039,59,100.8,5707.0,one-year,electronic-check,None,yes,no,0,80.9,1,0
CUST001040,51,83.83,4109.92,month-to-month,electronic-check,Fiber,no,no,0,127.3,1,0
CUST001041,61,76.22,4005.53,month-to-month,bank-transfer,DSL,no,no,0,39.1,0,0
CUST001042,30,95.22,2769.73,one-year,mailed-check,Fiber,yes,yes,0,78.0,2,0
CUST001043,27,82.11,2074.71,month-to-month,electronic-check,Fiber,no,yes,0,128.4,0,0
CUST001044,51,100.44,5080.48,month-to-month,electronic-check,None,no,no,0,85.6,1,0
CUST001045,11,92.99,879.1,month-to-month,electronic-check,DSL,yes,no,1,73.4,1,1
CUST001046,17,108.04,1822.31,one-year,bank-transfer,DSL,no,no,0,56.2,2,0
CUST001047,43,78.97,3081.2,one-year,electronic-check,DSL,yes,yes,1,62.0,2,0
CUST001048,48,92.63,4358.83,month-to-month,credit-card,DSL,no,yes,1,104.0,1,1
CUST001049,9,62.32,547.1,month-to-month,credit-card,Fiber,yes,yes,1,111.7,2,0
CUST001050,37,54.96,1820.75,one-year,electronic-check,DSL,no,yes,0,110.5,3,0
CUST001051,26,112.67,2748.06,one-year,electronic-check,Fiber,no,no,0,43.2,2,1
CUST001052,36,75.41,2761.25,one-year,electronic-check,Fiber,yes,no,1,8.4,1,1
CUST001053,69,90.12,6038.69,month-to-month,electronic-check,Fiber,no,no,0,52.1,3,0
CUST001054,6,73.09,378.79,one-year,electronic-check,DSL,yes,no,0,118.1,1,0
CUST001055,71,55.34,3687.82,two-year,credit-card,Fiber,yes,yes,0,177.8,1,0
CUST001056,32,70.27,2051.56,one-year,electronic-check,Fiber,yes,no,0,34.4,1,0
CUST001057,55,105.9,5698.28,month-to-month,mailed-check,None,no,no,0,100.7,1,0
CUST001058,31,83.88,2529.85,one-year,bank-transfer,Fiber,no,no,0,,0,1
CUST001059,23,27.21,533.26,month-to-month,credit-card,None,no,no,0,150.7,1,1
CUST001060,55,64.62,3452.95,month-to-month,electronic-check,DSL,no,yes,1,117.0,1,1
CUST001061,49,114.56,5596.43,month-to-month,electronic-check,Fiber,no,yes,0,84.2,0,1
CUST001062,11,64.66,713.92,two-year,credit-card,Fiber,no,no,0,88.1,5,0
CUST001063,51,24.99,1098.35,month-to-month,electronic-check,Fiber,no,no,0,141.4,0,0
CUST001064,54,117.33,5770.23,two-year,bank-transfer,Fiber,no,no,0,18.2,3,0
CUST001065,28,87.06,2277.41,month-to-month,bank-transfer,DSL,no,yes,0,65.4,5,1
CUST001066,66,68.25,3990.78,month-to-month,bank-transfer,DSL,no,no,0,31.1,2,0
CUST001067,46,60.71,2608.75,month-to-month,electronic-check,Fiber,yes,yes,1,87.1,3,0
