batch_id,machine_id,shift,operator_experience_years,temperature_c,pressure_psi,humidity_percent,raw_material_grade,machine_age_months,maintenance_days_ago,batch_size,defect_rate_percent
B000360,M06,night,4.6,19.7,81.1,45.8,B,46,26,108,3.65
B000361,M12,night,2.0,16.8,80.4,46.7,A,147,46,559,5.96
B000362,M05,afternoon,6.5,22.8,76.0,44.6,B,104,94,471,4.19
B000363,M03,morning,2.2,15.1,112.7,34.2,A,100,38,640,5.02
B000364,M04,afternoon,14.2,25.4,101.7,47.5,B,123,32,617,4.49
B000365,M09,afternoon,4.3,27.9,124.7,46.6,A,113,45,706,6.97
B000366,M04,night,3.0,27.7,108.8,49.2,A,47,26,131,2.94
B000367,M10,morning,2.6,24.2,124.7,43.6,A,165,91,434,6.9
B000368,M01,morning,4.3,23.0,92.3,57.8,B,7,105,350,2.65
B000369,M04,afternoon,12.1,19.9,104.3,45.0,C,58,27,89,4.96
B000370,M04,night,1.7,24.2,84.7,59.0,A,55,110,968,3.9
B000371,M06,night,6.6,21.5,96.7,47.2,B,145,61,294,6.77
B000372,M05,morning,2.1,12.7,117.2,33.4,B,87,78,117,7.16
B000373,M07,afternoon,1.5,18.9,99.5,53.4,A,81,119,216,5.47
B000374,M04,afternoon,5.7,26.0,97.2,41.4,B,3,109,737,3.11
B000375,M03,morning,3.1,16.4,99.7,40.6,C,156,5,765,7.43
B000376,M08,night,4.0,16.3,101.7,55.4,C,73,13,252,8.59
B000377,M04,afternoon,5.3,21.0,101.7,32.5,B,12,78,287,3.28
B000378,M11,night,12.1,11.2,116.0,27.5,A,48,74,515,5.84
B000379,M12,afternoon,6.5,25.6,91.3,42.8,A,129,81,396,6.15
B000380,M03,night,3.1,25.2,97.5,48.0,A,4,20,618,2.63
B000381,M04,morning,7.0,26.7,101.2,53.7,B,145,50,473,4.5
B000382,M12,afternoon,1.3,23.1,89.2,46.4,A,83,57,541,3.75
B000383,M10,afternoon,3.6,17.7,94.6,22.5,B,110,96,843,8.63
B000384,M06,morning,2.8,15.8,,35.3,A,134,77,672,6.17
B000385,M07,afternoon,15.9,24.8,90.1,32.4,B,53,80,852,2.5
B000386,M03,night,2.0,25.6,133.3,26.1,B,95,40,273,8.16
B000387,M08,afternoon,6.4,16.4,119.6,43.3,C,27,85,258,7.88
B000388,M12,night,2.6,15.7,102.1,50.1,A,91,10,517,4.68
B000389,M06,morning,1.9,21.9,106.9,54.7,C,133,15,437,5.78
B000390,M06,morning,2.3,22.7,109.2,50.0,B,27,51,844,3.82
B000391,M08,morning,4.6,26.7,106.7,39.4,B,23,65,282,2.47
B000392,M10,night,3.9,25.3,101.1,55.8,B,20,34,466,3.84
B000393,M07,morning,3.1,21.6,133.0,42.9,A,152,20,977,4.28
B000394,M06,morning,8.0,27.2,91.4,45.6,A,158,60,363,4.85
B000395,M06,morning,3.4,20.3,95.4,38.4,B,90,9,556,2.74
B000396,M01,morning,7.5,20.5,100.9,42.5,C,101,25,490,6.27
B000397,M10,afternoon,4.1,26.2,107.7,40.8,C,69,50,50,8.61
B000398,M05,afternoon,1.6,26.8,124.1,31.2,A,92,60,252,5.41
B000399,M11,night,4.4,26.9,100.0,51.4,A,43,11,136,4.42
B000400,M05,afternoon,4.4,21.1,106.9,46.7,B,85,96,942,4.68
B000401,M04,morning,18.1,22.4,104.6,52.9,B,3,0,863,0.0
B000402,M11,afternoon,9.9,17.7,99.0,38.0,A,93,59,288,5.78
B000403,M02,morning,11.2,26.5,114.9,52.1,B,163,116,428,6.79
B000404,M10,morning,3.9,19.0,105.1,29.3,B,127,107,870,6.32
B000405,M10,night,2.6,12.0,,50.4,C,109,105,910,12.44
B000406,M03,morning,3.4,19.8,96.5,,A,43,85,585,3.81
B000407,M03,night,3.3,17.7,93.5,34.6,C,126,22,680,8.22
B000408,M04,afternoon,7.7,8.5,95.9,56.2,C,167,75,988,8.71
B000409,M11,night,2.7,19.1,103.6,60.6,A,175,17,556,5.42
B000410,M05,morning,7.1,25.9,113.4,39.3,C,170,117,331,10.38
B000411,M02,afternoon,8.5,24.1,125.2,59.5,B,40,41,824,2.04
B000412,M05,afternoon,6.0,24.1,102.1,28.0,B,40,5,875,3.19
B000413,M02,night,1.4,29.1,122.4,43.6,B,12,13,743,5.8
B000414,M07,morning,5.7,19.1,107.5,18.9,B,163,11,813,5.72
B000415,M03,afternoon,1.2,16.3,92.0,54.3,A,87,40,602,3.23
B000416,M04,afternoon,4.3,24.5,101.4,29.7,A,104,21,615,3.69
B000417,M01,morning,3.5,23.8,109.2,25.5,B,76,84,130,5.86
B000418,M01,morning,6.2,15.7,110.2,47.6,A,120,83,174,6.77
B000419,M09,night,2.9,21.1,94.2,55.4,B,12,28,812,5.15
B000420,M12,afternoon,2.7,24.7,95.7,41.0,C,59,13,953,7.64
B000421,M05,afternoon,3.0,23.4,,46.4,A,85,93,839,4.86
B000422,M01,afternoon,3.2,25.7,97.6,62.6,B,28,6,722,2.84
B000423,M12,morning,1.2,18.6,103.7,35.5,C,97,110,899,10.8
B000424,M05,morning,8.8,14.9,122.7,35.2,A,125,34,553,2.88
B000425,M05,afternoon,3.3,17.4,94.9,55.9,A,21,4,146,3.59
B000426,M10,afternoon,7.1,26.3,80.3,47.2,B,149,85,309,7.42
B000427,M09,afternoon,5.6,27.2,79.6,59.2,C,125,64,973,8.51
B000428,M09,afternoon,3.5,21.2,109.8,32.0,B,14,105,867,3.54
B000429,M09,afternoon,2.8,29.6,93.5,27.1,A,62,9,465,3.31
B000430,M01,afternoon,1.1,21.2,103.2,30.7,A,134,49,134,3.87
B000431,M04,afternoon,2.4,19.4,91.5,52.1,B,102,66,256,4.14
B000432,M09,afternoon,1.4,14.9,98.2,57.0,A,5,38,792,2.77
B000433,M11,morning,1.8,21.6,96.1,55.7,A,115,4,725,3.38
B000434,M08,morning,7.0,27.3,91.8,50.6,C,53,13,860,6.08
B000435,M05,night,2.9,28.3,114.8,57.5,B,65,59,785,6.8
B000436,M11,morning,2.2,27.3,115.7,38.9,B,10,64,788,3.07
B000437,M07,night,3.0,24.5,107.7,25.1,A,132,51,50,5.7
B000438,M02,afternoon,1.4,30.0,124.5,28.8,A,51,74,302,6.93
B000439,M05,morning,1.6,17.2,84.2,30.5,A,118,114,358,6.0
B000440,M11,night,7.6,27.9,97.5,25.6,B,78,8,649,4.89
B000441,M06,morning,10.5,23.4,95.8,31.4,C,11,21,494,5.4
B000442,M07,morning,3.9,23.1,108.5,35.7,C,20,60,188,7.76
B000443,M01,afternoon,0.7,14.9,84.9,51.1,A,25,13,856,4.34
B000444,M08,afternoon,10.0,23.7,108.0,47.9,A,6,47,399,2.2
B000445,M04,morning,13.5,27.8,82.7,60.1,B,9,8,68,0.21
B000446,M02,morning,5.0,11.4,109.0,32.6,A,5,5,823,3.49
B000447,M12,night,2.3,26.0,113.9,48.7,B,156,16,764,6.58
B000448,M05,night,7.1,10.6,86.4,58.2,A,166,13,945,5.89
B000449,M10,night,3.8,14.9,95.6,39.9,C,63,70,934,8.98
B000450,M09,morning,6.5,21.5,114.3,40.5,B,15,70,425,4.1
B000451,M11,night,0.9,29.9,116.7,58.8,A,96,116,944,9.2
B000452,M06,night,2.7,21.4,82.9,41.4,B,128,102,794,7.07
B000453,M09,morning,1.3,24.3,104.5,59.3,C,95,71,263,8.97
B000454,M12,morning,1.8,17.5,107.8,30.2,C,74,110,701,10.47
B000455,M08,morning,0.9,21.0,99.9,61.2,A,85,78,636,4.48
B000456,M08,night,1.8,21.7,117.2,57.6,B,18,112,307,6.72
B000457,M11,afternoon,8.7,30.1,93.4,35.4,A,72,73,502,4.47
B000458,M05,morning,2.0,18.3,95.0,41.9,C,20,101,262,7.38
B000459,M07,morning,0.9,18.7,92.1,32.6,B,62,21,635,4.64
B000460,M09,night,2.0,27.4,,40.1,B,22,116,512,8.77
B000461,M11,afternoon,1.0,20.8,96.8,29.4,A,47,113,569,4.95
B000462,M10,night,4.1,22.6,110.5,27.2,A,37,7,672,2.49
B000463,M05,morning,2.1,24.2,95.8,32.5,B,43,119,909,6.26
B000464,M10,night,3.2,18.8,98.0,55.4,B,28,49,447,4.58
B000465,M08,morning,2.3,11.7,103.0,26.4,A,116,18,746,5.9
B000466,M06,morning,3.2,27.4,90.7,58.7,A,50,87,521,5.43
B000467,M06,night,0.8,22.6,112.8,54.1,A,126,29,568,5.67
B000468,M10,morning,1.9,15.6,108.9,58.2,A,91,80,252,4.79
B000469,M01,afternoon,5.7,25.9,108.5,48.4,A,44,68,997,3.59
B000470,M12,morning,6.0,32.0,88.4,61.5,B,36,79,572,3.86
B000471,M03,afternoon,3.4,28.0,119.2,30.7,C,25,110,941,8.49
B000472,M09,morning,3.6,32.4,78.4,58.7,B,156,84,676,8.47
B000473,M12,afternoon,0.6,15.9,109.5,75.4,A,139,69,192,5.37
B000474,M03,morning,4.9,23.2,102.3,42.4,A,103,31,658,5.26
B000475,M08,night,8.6,23.8,108.7,44.4,A,14,45,653,2.79
B000476,M07,night,1.0,21.4,98.1,35.8,A,103,18,815,3.46
B000477,M01,night,6.7,20.4,101.7,45.7,A,99,45,939,4.98
B000478,M08,night,0.9,7.2,109.1,46.9,A,172,1,83,8.05
B000479,M12,afternoon,4.0,30.5,100.7,21.4,B,87,48,852,7.41
B000480,M11,morning,0.8,13.9,103.3,51.1,B,19,1,622,3.46
B000481,M12,morning,1.1,26.5,103.6,56.1,A,125,111,899,5.3
B000482,M06,night,1.8,22.1,127.0,36.2,A,82,30,425,3.9
B000483,M09,afternoon,1.5,21.8,81.5,40.8,A,143,92,635,6.55
B000484,M03,morning,8.0,21.0,116.2,53.5,A,177,17,216,5.06
B000485,M04,morning,4.2,23.0,106.1,35.7,C,166,96,124,8.91
B000486,M12,night,1.6,25.2,104.6,52.4,C,106,2,95,8.35
B000487,M04,morning,5.7,26.8,85.4,47.9,A,50,5,66,3.21
B000488,M09,morning,6.4,21.4,114.5,68.3,A,99,34,489,3.48
B000489,M11,afternoon,5.1,16.0,87.1,43.7,A,7,37,336,2.08
B000490,M08,afternoon,4.6,15.8,118.3,39.7,B,117,96,339,6.21
B000491,M01,morning,4.6,27.2,94.1,47.5,A,102,94,635,4.42
B000492,M12,afternoon,1.5,20.6,118.3,46.2,C,153,62,911,10.15
B000493,M03,morning,4.0,16.9,92.2,61.3,B,69,14,929,2.31
B000494,M12,morning,8.1,18.3,89.5,60.8,A,135,96,607,5.15
B000495,M02,afternoon,11.6,21.5,99.5,37.7,C,80,31,424,5.71
B000496,M05,night,3.6,15.6,91.7,43.1,B,101,80,445,7.07
B000497,M09,night,2.2,21.8,97.8,38.1,A,151,98,645,6.4
B000498,M01,morning,1.7,28.3,120.9,36.3,A,61,29,913,4.46
B000499,M05,morning,7.6,21.4,94.0,12.4,C,65,67,556,7.24
B000500,M11,afternoon,1.7,13.2,102.7,61.9,C,79,89,432,11.06
B000501,M11,morning,3.1,26.3,119.7,38.3,B,97,65,274,4.9
B000502,M07,morning,3.1,27.6,103.5,40.5,A,10,46,140,1.13
B000503,M10,morning,6.2,27.8,114.1,72.7,A,25,35,347,2.77
B000504,M10,morning,4.8,22.3,107.3,38.6,B,96,81,809,5.07
B000505,M12,afternoon,13.4,33.7,112.6,43.2,A,142,11,404,3.98
B000506,M06,morning,4.7,25.7,99.8,47.7,A,12,67,849,0.84
B000507,M04,morning,7.8,36.9,107.6,48.4,A,88,103,776,7.51
B000508,M11,morning,2.5,28.8,122.3,38.8,B,148,27,797,3.11
B000509,M06,afternoon,4.8,28.0,96.7,56.2,B,59,21,685,5.06
B000510,M08,morning,8.1,18.9,105.7,46.6,C,173,69,74,9.56
B000511,M08,morning,7.4,17.3,92.5,46.1,A,79,63,500,4.17
B000512,M10,morning,1.1,22.6,113.1,38.3,C,124,17,732,7.12
B000513,M12,morning,1.6,21.0,80.6,43.7,A,43,71,991,0.74
B000514,M05,night,4.9,19.3,97.1,54.7,C,160,9,770,7.36
B000515,M05,morning,3.2,21.3,112.7,54.8,B,101,57,333,4.01
B000516,M11,afternoon,3.8,21.0,98.8,40.7,A,84,7,595,4.24
B000517,M04,afternoon,3.1,18.8,79.1,37.3,C,41,97,746,9.22
B000518,M08,afternoon,7.0,25.3,91.4,53.8,B,140,116,854,7.0
B000519,M08,afternoon,4.4,18.2,92.4,48.0,B,65,0,155,2.9
B000520,M06,afternoon,3.4,21.8,119.5,53.8,C,170,76,931,9.64
B000521,M08,afternoon,16.5,15.9,110.1,35.3,B,16,43,479,4.08
B000522,M09,morning,8.0,22.5,111.3,44.8,A,179,12,903,3.46
B000523,M03,morning,9.3,23.0,85.8,53.8,A,54,84,789,1.4
B000524,M03,morning,1.4,17.2,100.6,37.9,A,2,105,547,5.59
B000525,M06,afternoon,17.3,22.4,119.3,63.9,C,69,5,504,5.35
B000526,M11,morning,15.9,21.5,,61.3,C,60,17,312,4.2
B000527,M05,night,6.9,19.7,94.5,43.0,B,140,110,606,8.44
B000528,M06,morning,4.3,19.7,110.0,43.0,B,175,2,329,5.94
B000529,M06,morning,2.1,24.2,85.2,48.2,A,117,45,503,4.07
B000530,M10,afternoon,7.4,22.1,90.3,46.7,C,110,109,274,9.17
B000531,M02,night,13.8,26.8,78.0,57.1,A,22,71,264,5.27
B000532,M08,afternoon,4.4,16.8,99.2,36.2,B,44,23,912,3.47
B000533,M08,afternoon,1.6,21.1,108.2,36.3,C,108,1,877,5.94
B000534,M03,morning,3.9,18.9,89.0,47.7,B,122,62,596,4.97
B000535,M03,night,2.7,22.3,99.5,49.9,B,80,64,680,7.02
B000536,M09,afternoon,1.8,23.3,90.5,44.6,B,149,61,51,7.08
B000537,M01,morning,0.9,16.1,93.5,54.0,A,75,24,756,3.59
B000538,M03,afternoon,12.7,25.0,88.0,58.7,A,157,114,963,4.71
B000539,M06,morning,9.9,32.8,115.5,52.5,A,19,40,951,4.97
B000540,M01,afternoon,3.0,22.9,92.3,48.7,B,155,109,99,6.07
B000541,M01,afternoon,0.4,17.7,97.6,42.8,B,105,112,707,7.03
B000542,M08,afternoon,5.5,20.5,94.3,45.8,C,172,24,502,7.34
B000543,M08,night,10.5,20.4,104.4,31.3,A,32,86,111,5.37
B000544,M12,morning,13.6,18.7,130.5,33.1,A,21,56,799,1.88
B000545,M08,afternoon,5.5,25.6,134.0,57.6,C,50,77,647,9.96
B000546,M02,afternoon,2.1,12.9,98.0,62.5,B,103,65,297,7.78
B000547,M07,morning,4.9,23.4,105.6,31.3,A,147,118,529,4.84
B000548,M01,afternoon,3.5,28.5,112.1,50.5,B,142,71,383,6.93
B000549,M02,night,3.1,28.1,115.7,29.8,A,11,21,260,3.5
B000550,M03,afternoon,9.0,27.1,108.2,61.5,A,81,101,456,6.42
B000551,M02,afternoon,5.7,18.7,113.9,44.8,B,140,7,613,5.68
B000552,M12,afternoon,1.2,29.3,105.6,70.2,A,135,86,98,5.04
B000553,M08,night,9.0,23.8,93.1,38.6,C,70,92,689,9.63
B000554,M08,morning,12.7,29.1,113.8,39.9,A,73,64,516,3.58
B000555,M01,morning,2.0,27.4,102.3,49.0,A,51,2,581,1.13
B000556,M02,afternoon,5.5,23.6,104.6,54.0,C,50,40,187,5.91
B000557,M02,morning,3.4,20.8,84.4,53.1,A,91,93,195,3.99
B000558,M08,night,0.8,33.8,91.4,54.7,A,83,102,562,5.94
B000559,M10,morning,4.9,13.1,96.0,,B,48,60,653,5.51
B000560,M08,morning,7.2,21.1,107.0,54.9,A,9,56,651,1.93
B000561,M03,night,4.9,15.0,122.2,67.2,A,151,27,73,6.08
B000562,M04,morning,10.1,22.6,110.0,53.0,B,145,56,499,4.81
B000563,M06,afternoon,4.6,23.8,98.4,36.8,C,9,76,201,6.86
B000564,M06,afternoon,0.8,18.8,88.8,49.3,B,107,113,570,6.09
B000565,M02,night,2.3,19.2,115.6,25.4,B,121,59,808,6.68
B000566,M06,morning,8.3,15.4,104.5,52.0,B,101,8,961,3.34
B000567,M03,afternoon,0.2,24.3,62.2,28.3,A,145,22,515,4.57
B000568,M03,night,2.4,19.7,113.1,52.2,A,114,59,521,4.82
B000569,M11,afternoon,4.8,24.1,105.1,44.6,B,39,96,611,4.78
B000570,M02,morning,8.4,19.4,,55.0,B,66,71,101,4.17
B000571,M10,morning,10.9,23.2,108.1,45.5,A,139,34,372,1.42
B000572,M01,afternoon,3.3,25.7,101.6,59.1,A,178,113,348,6.59
B000573,M03,morning,4.1,24.4,84.8,50.7,B,81,29,587,3.83
B000574,M11,afternoon,2.6,23.1,125.1,56.0,B,71,2,198,3.86
B000575,M03,afternoon,4.3,21.5,105.9,41.2,C,178,83,85,10.0
B000576,M01,afternoon,1.4,24.4,94.8,40.6,B,42,6,373,2.65
B000577,M06,afternoon,5.8,19.0,91.2,31.1,B,68,50,72,3.44
B000578,M03,afternoon,0.3,21.0,98.3,33.6,B,149,18,719,4.74
B000579,M08,morning,5.4,23.7,98.7,46.0,C,58,41,908,6.63
B000580,M07,afternoon,3.5,29.7,107.5,45.7,B,118,41,700,6.0
B000581,M07,night,8.6,18.9,97.7,49.0,A,160,67,322,5.02
B000582,M01,night,7.1,17.6,95.6,38.1,B,178,117,721,11.44
B000583,M04,morning,3.0,23.4,102.5,46.7,A,119,79,813,3.74
B000584,M01,morning,6.7,28.0,95.4,58.5,C,20,17,899,4.55
B000585,M12,afternoon,1.5,26.1,99.2,49.3,C,139,14,540,7.51
B000586,M02,afternoon,0.9,22.1,117.2,45.4,A,163,40,432,5.61
B000587,M11,afternoon,5.3,28.1,94.8,47.9,A,75,107,121,6.09
B000588,M11,morning,0.8,12.9,98.5,57.4,B,135,52,485,8.65
B000589,M08,morning,11.6,27.1,90.8,46.7,B,89,44,109,3.09
B000590,M10,morning,0.6,20.4,113.3,39.8,B,177,31,412,5.49
B000591,M11,morning,8.1,25.1,79.7,39.9,B,176,23,108,5.77
B000592,M11,morning,3.4,27.0,90.0,39.6,C,109,59,407,7.32
B000593,M04,night,5.9,23.0,108.6,39.3,B,97,15,527,6.27
B000594,M10,night,4.4,22.4,98.2,52.9,C,129,56,371,9.38
B000595,M04,morning,2.5,20.0,110.6,62.0,A,134,107,366,4.9
B000596,M02,morning,2.1,30.5,97.7,40.9,A,33,16,750,1.28
B000597,M04,morning,6.3,23.7,91.9,36.0,B,176,7,979,4.93
B000598,M12,night,8.7,23.1,,32.3,B,117,21,297,6.67
B000599,M02,morning,4.9,29.5,84.5,62.3,A,131,85,152,5.94
B000600,M07,night,5.8,19.5,90.1,54.7,A,25,6,83,3.09
B000601,M02,afternoon,4.6,20.8,111.0,38.2,C,128,2,426,7.3
B000602,M06,night,1.2,26.7,96.9,46.4,B,38,10,521,6.04
B000603,M11,morning,1.3,30.9,99.6,59.0,A,21,105,63,6.43
B000604,M12,afternoon,10.9,22.2,101.5,44.4,A,149,0,524,0.0
B000605,M11,morning,3.5,23.9,81.2,53.6,C,38,109,633,7.58
B000606,M11,afternoon,7.9,14.1,81.3,43.4,A,52,71,490,3.58
B000607,M07,afternoon,2.8,28.4,104.6,42.0,B,140,32,139,6.41
B000608,M01,night,1.9,16.6,95.1,18.5,B,72,108,480,7.72
B000609,M08,afternoon,2.8,19.3,97.4,41.0,C,176,7,696,8.64
B000610,M06,night,6.6,22.9,107.4,39.6,B,93,23,516,5.48
B000611,M03,afternoon,2.1,18.8,88.8,50.2,B,78,4,732,2.01
B000612,M09,afternoon,4.6,12.3,93.2,47.5,B,121,34,951,4.11
B000613,M01,morning,5.8,15.8,95.8,47.0,C,137,114,986,10.96
B000614,M02,morning,4.0,22.5,104.0,54.5,A,104,66,286,2.91
B000615,M06,morning,4.6,29.5,95.7,21.6,A,2,76,260,5.3
B000616,M03,morning,4.6,29.1,92.4,44.5,A,34,25,221,3.53
B000617,M09,morning,2.0,23.9,120.3,33.3,C,23,114,673,6.55
B000618,M10,morning,3.2,22.8,,32.5,B,100,113,617,5.36
B000619,M09,morning,1.9,26.0,107.9,42.1,A,15,57,340,3.3
B000620,M02,afternoon,3.1,28.6,78.3,45.2,A,154,54,200,5.07
B000621,M08,afternoon,7.0,22.6,84.5,50.0,B,19,96,339,4.16
B000622,M12,night,6.9,22.8,107.0,49.4,A,109,52,196,3.75
B000623,M12,morning,4.7,23.0,97.1,36.7,B,11,113,863,5.02
B000624,M02,morning,3.9,27.0,95.4,43.0,A,156,35,509,4.5
B000625,M03,night,5.6,15.2,88.6,,B,5,30,895,5.73
B000626,M03,night,4.5,22.1,111.7,61.1,A,124,23,896,4.47
B000627,M04,morning,3.0,24.0,107.9,41.9,A,121,10,305,2.38
B000628,M11,morning,3.8,12.5,99.2,45.9,A,93,104,159,6.25
B000629,M01,night,1.5,26.6,102.9,36.0,B,79,33,618,6.68
B000630,M07,night,1.4,27.4,96.3,55.3,B,166,61,178,8.41
B000631,M12,night,9.9,12.3,91.8,68.2,C,98,65,753,11.4
B000632,M10,morning,6.5,19.9,93.8,39.6,B,28,15,695,1.38
B000633,M06,morning,2.5,20.1,109.2,56.8,B,61,83,372,6.08
B000634,M07,morning,3.8,17.6,95.3,52.4,A,105,19,530,2.0
B000635,M05,afternoon,2.9,18.2,100.7,43.3,A,72,117,196,6.26
B000636,M09,morning,3.7,19.4,94.8,38.0,B,67,58,269,2.45
B000637,M12,morning,6.6,25.0,111.3,69.8,A,29,94,825,3.28
B000638,M07,night,0.3,28.2,92.2,52.7,B,42,65,392,7.82
B000639,M06,morning,5.4,24.8,118.3,54.6,A,115,10,546,2.51
B000640,M11,morning,1.2,17.4,93.1,42.9,A,152,96,822,6.01
B000641,M05,afternoon,22.4,26.0,93.1,45.6,B,24,110,313,4.18
B000642,M01,night,7.7,25.0,124.0,32.8,C,41,65,517,6.31
B000643,M03,night,1.0,7.3,87.2,52.6,B,158,101,76,11.2
B000644,M08,morning,1.1,28.2,99.6,41.3,B,66,38,156,3.97
B000645,M06,afternoon,2.2,22.7,112.1,34.7,B,51,25,864,4.74
B000646,M11,night,3.7,22.9,81.5,36.5,B,97,88,820,6.74
B000647,M09,afternoon,2.1,13.3,103.1,69.1,B,47,107,472,7.41
B000648,M07,morning,2.4,30.1,81.5,42.0,B,158,35,445,5.06
B000649,M11,afternoon,0.4,23.7,100.4,48.7,C,36,27,576,7.45
B000650,M09,afternoon,16.5,25.9,124.4,33.1,B,109,27,541,3.94
B000651,M03,afternoon,3.6,15.4,71.8,43.1,A,20,62,177,2.04
B000652,M09,afternoon,12.0,24.6,99.1,31.3,A,162,80,209,4.33
B000653,M09,morning,2.3,24.7,94.5,48.7,B,45,92,128,5.8
B000654,M12,night,15.1,21.2,87.9,35.9,B,140,17,617,4.72
B000655,M01,morning,5.8,15.5,81.6,53.0,A,179,11,388,4.82
B000656,M02,morning,4.0,21.7,113.2,27.1,B,101,85,619,5.01
B000657,M10,afternoon,10.6,17.2,102.4,38.7,B,5,84,267,5.56
B000658,M12,afternoon,1.1,18.5,77.7,56.8,A,66,49,395,5.07
B000659,M04,afternoon,3.8,27.8,88.7,60.3,A,89,62,82,2.83
B000660,M12,night,3.2,22.4,93.4,45.1,B,17,20,431,4.58
B000661,M01,night,7.8,21.6,81.1,41.1,A,64,61,217,5.45
B000662,M09,afternoon,0.6,16.1,101.1,46.2,C,102,37,953,9.09
B000663,M05,afternoon,2.7,21.8,103.1,65.5,B,140,74,671,6.05
B000664,M08,afternoon,0.4,21.2,102.9,42.3,A,36,115,562,3.37
B000665,M11,morning,2.8,17.1,124.2,45.0,C,111,9,288,7.17
B000666,M07,afternoon,9.4,27.4,88.7,34.5,B,125,109,335,6.36
B000667,M03,afternoon,2.8,27.2,94.3,38.2,C,6,15,967,7.09
B000668,M12,night,1.9,18.1,93.7,49.4,C,77,20,238,9.45
B000669,M04,afternoon,6.5,24.0,110.3,53.9,B,15,21,905,2.74
B000670,M07,morning,2.0,12.7,108.9,48.0,A,149,2,890,3.64
B000671,M03,night,8.5,23.6,86.4,53.3,C,118,18,378,5.74
B000672,M11,night,11.6,25.9,117.3,35.0,A,103,95,223,6.57
B000673,M12,morning,4.2,16.4,89.1,34.0,B,124,53,801,6.11
B000674,M05,night,5.7,22.1,110.2,52.9,B,168,52,902,4.83
B000675,M06,afternoon,9.1,22.6,109.5,40.2,C,115,72,220,8.48
B000676,M06,morning,4.1,36.4,104.8,33.3,B,48,26,922,6.42
B000677,M12,afternoon,0.8,34.9,96.0,47.0,A,118,16,491,2.77
B000678,M08,morning,9.7,23.6,96.3,45.9,B,144,42,773,3.43
B000679,M02,afternoon,5.7,18.7,105.8,43.1,B,150,89,457,9.39
B000680,M10,night,3.0,23.2,106.3,60.9,A,95,18,715,4.28
B000681,M06,morning,1.2,27.6,108.5,63.7,A,69,101,879,7.58
B000682,M01,morning,2.8,13.6,108.5,54.6,B,81,1,248,4.75
B000683,M06,morning,5.0,11.5,104.1,49.3,B,58,11,434,5.65
B000684,M01,afternoon,5.4,16.3,117.0,58.8,B,38,39,568,4.27
B000685,M04,afternoon,7.0,25.8,92.8,46.6,B,147,20,204,4.33
B000686,M09,night,10.2,26.1,100.5,43.1,C,171,52,170,8.37
B000687,M06,night,6.8,24.2,93.3,39.2,B,60,44,713,5.77
B000688,M06,afternoon,4.0,27.6,129.3,37.2,A,106,60,831,4.32
B000689,M05,afternoon,2.4,21.1,109.2,54.3,B,172,78,658,5.97
B000690,M11,morning,1.8,20.6,112.2,30.0,A,67,25,602,1.05
B000691,M03,afternoon,7.5,23.9,105.4,39.1,A,129,10,355,3.05
B000692,M12,morning,3.8,30.6,99.3,41.5,B,146,6,882,6.25
B000693,M05,afternoon,1.5,24.1,132.0,30.9,B,126,41,754,5.61
B000694,M05,afternoon,5.5,21.5,114.6,41.1,C,91,95,513,8.29
B000695,M08,afternoon,5.3,24.0,96.2,45.9,B,163,118,658,9.11
B000696,M10,morning,16.1,29.1,96.7,55.3,B,62,93,798,3.27
B000697,M06,afternoon,0.4,20.2,102.7,39.9,A,138,62,196,6.93
B000698,M08,night,0.9,19.8,93.5,46.0,C,45,62,587,7.51
B000699,M05,night,0.5,19.6,95.8,30.1,A,8,20,241,3.24
B000700,M10,afternoon,1.9,26.1,81.8,32.8,A,148,36,393,5.05
B000701,M11,night,3.7,18.1,71.3,26.0,B,82,73,679,7.68
B000702,M11,night,3.0,25.2,123.7,54.8,C,121,2,813,7.18
B000703,M08,night,10.9,14.6,93.9,41.7,A,68,42,620,4.81
B000704,M04,night,3.1,20.7,96.4,47.2,B,84,78,917,6.08
B000705,M08,afternoon,0.5,21.7,100.8,50.2,B,77,106,83,7.21
B000706,M08,night,14.3,30.9,108.4,53.1,A,105,101,251,6.13
B000707,M03,morning,7.5,26.9,109.3,65.1,A,51,114,292,2.7
B000708,M11,afternoon,7.2,20.2,112.3,44.6,A,38,76,742,3.76
B000709,M10,night,1.2,19.4,106.9,37.9,A,40,28,138,4.08
B000710,M06,morning,4.3,18.6,96.8,52.0,A,110,26,240,5.02
B000711,M01,morning,9.5,16.4,115.2,68.6,A,98,110,975,6.19
B000712,M09,afternoon,8.3,30.1,97.9,39.6,B,174,82,425,6.79
B000713,M03,afternoon,2.0,18.2,112.4,37.1,A,133,93,508,7.1
B000714,M09,afternoon,3.7,30.6,81.5,19.5,A,46,60,924,4.48
B000715,M05,afternoon,8.3,22.5,115.6,24.3,B,33,18,531,3.47
B000716,M09,morning,4.3,21.6,89.3,59.2,A,36,70,257,1.87
B000717,M11,night,3.0,22.5,82.6,43.3,A,50,99,189,4.86
B000718,M02,morning,1.4,28.0,84.4,33.6,B,135,29,346,6.18
B000719,M01,night,3.7,17.7,102.4,45.0,B,119,21,495,7.07
B000720,M09,afternoon,10.3,24.5,127.4,71.0,B,51,53,638,2.08
B000721,M06,morning,9.4,21.8,97.6,45.0,A,120,1,965,2.28
